strategy,interval_sec,interval_min,total_trades,total_pnl,total_volume,securities_traded,avg_pnl_per_trade,avg_pnl_per_security,avg_trade_size,trading_days,trades_per_day,sharpe_ratio,max_drawdown,max_drawdown_pct,drawdown_duration_days,calmar_ratio,win_rate,loss_rate,avg_win,avg_loss,profit_factor,total_wins,total_losses
v2,30,0.5,22408,555789.3000000019,1556452101.000004,1,24.803164048554173,555789.3000000019,69459.6617725814,136,164.76470588235293,8.702736380171608,-13822.450000000157,-26.00962298376514,6,3959476.383239327,23.995894323455907,14.209210996072832,208.73289884611077,-177.9420531078943,1.9809763229433612,5377,3184
v2,60,1.0,21171,472096.79999999836,1460693813.1999996,1,22.299220631996523,472096.79999999836,68995.0315620424,136,155.6691176470588,7.800663097174966,-24405.950000000244,-5.13206375160817,20,17045142.89647871,23.244060271125598,14.850503046620378,209.93416216980137,-178.43168321806397,1.841543455506526,4921,3144
v2,120,2.0,19342,407903.6999999988,1328699523.7999988,1,21.089013545651888,407903.6999999988,68695.04310826174,136,142.22058823529412,7.386804645533965,-29227.30000000121,-7.320692221240393,18,10324454.831904443,22.774273601488986,15.479267914383207,211.3921278109763,-174.7757591874917,1.7795153137648254,4405,2994
v2,180,3.0,18462,399388.9500000017,1270822812.1500046,1,21.633027299317607,399388.9500000017,68834.51479525537,136,135.75,7.323659860001652,-40531.650000000256,-10.1537937769022,22,7288351.990817525,22.267359982667102,16.01668291626043,216.97746753321945,-166.58959047313587,1.8107684864433844,4111,2957
v2,300,5.0,16688,298474.50000000396,1158892671.3000011,1,17.885576462128714,298474.50000000396,69444.67109899336,136,122.70588235294117,5.616738754605169,-32148.200000000186,-10.763589709164153,23,5138208.591373602,22.537152444870564,16.149328859060404,210.9727574110134,-183.67125811607326,1.6029860473157485,3761,2695
