timestamp,side,fill_price,fill_qty,realized_pnl,position,pnl,security
2025-04-14 10:12:37,sell,12.25,2452,0,-2452,0,EMAAR
2025-04-14 10:12:39,sell,12.3,300,0,-2752,0,EMAAR
2025-04-14 10:12:39,sell,12.3,2952,0,-5704,0,EMAAR
2025-04-14 10:12:39,sell,12.3,2048,0,-7752,0,EMAAR
2025-04-14 10:12:39,sell,12.3,450,0,-8202,0,EMAAR
2025-04-14 10:12:39,sell,12.3,410,0,-8612,0,EMAAR
2025-04-14 10:12:39,sell,12.3,1000,0,-9612,0,EMAAR
2025-04-14 10:12:39,sell,12.3,1409,0,-11021,0,EMAAR
2025-04-14 10:12:39,sell,12.3,100,0,-11121,0,EMAAR
2025-04-14 10:12:39,sell,12.3,2451,0,-13572,0,EMAAR
2025-04-14 10:12:39,sell,12.3,152,0,-13724,0,EMAAR
2025-04-14 10:12:39,sell,12.25,1506,0,-15230,0,EMAAR
2025-04-14 10:12:42,sell,12.25,17070,0,-32300,0,EMAAR
2025-04-14 10:12:42,buy,12.25,0,342,-12705,342,EMAAR
2025-04-14 10:12:48,buy,12.25,0,222,0,564,EMAAR
2025-04-14 10:17:37,sell,12.25,925,0,-925,564,EMAAR
2025-04-14 10:26:57,buy,12.1,0,23,-775,586,EMAAR
2025-04-14 10:26:57,buy,12.1,0,68,-325,654,EMAAR
2025-04-14 10:26:57,buy,12.1,375,49,375,702,EMAAR
2025-04-14 10:27:43,buy,12.15,1000,0,1375,702,EMAAR
2025-04-14 10:27:44,buy,12.15,500,0,1875,702,EMAAR
2025-04-14 10:27:44,buy,12.15,6670,0,8545,702,EMAAR
2025-04-14 10:38:42,sell,12.15,0,14,2251,716,EMAAR
2025-04-14 10:38:42,sell,12.15,4927,5,-4927,721,EMAAR
2025-04-14 11:23:01,sell,12.15,2496,0,-7423,721,EMAAR
2025-04-14 11:40:52,buy,12.15,0,0,-6723,721,EMAAR
2025-04-14 12:37:15,sell,12.2,4126,0,-10849,721,EMAAR
2025-04-14 12:37:15,sell,12.2,6906,0,-17755,721,EMAAR
2025-04-14 12:37:15,sell,12.2,9227,0,-26982,721,EMAAR
2025-04-14 12:37:16,sell,12.2,2663,0,-29645,721,EMAAR
2025-04-14 12:41:15,sell,12.2,7001,0,-36646,721,EMAAR
2025-04-14 14:04:56,sell,12.3,19050,0,-55696,721,EMAAR
2025-04-14 14:04:57,sell,12.25,8904,0,-64600,721,EMAAR
2025-04-14 14:18:55,buy,12.3,0,-1682,-40157,-961,EMAAR
2025-04-14 14:55:00,buy,12.2,0,1252,0,291,EMAAR
2025-04-15 10:09:28,sell,12.2,17817,0,-17817,291,EMAAR
2025-04-15 10:09:28,sell,12.2,14483,0,-32300,291,EMAAR
2025-04-15 10:10:31,sell,12.2,6250,0,-38550,291,EMAAR
2025-04-15 10:15:06,buy,12.2,0,0,-32284,291,EMAAR
2025-04-15 10:15:13,buy,12.2,0,0,-19567,291,EMAAR
2025-04-15 10:27:05,buy,12.15,0,14,-19279,305,EMAAR
2025-04-15 10:27:10,buy,12.2,0,0,-18906,305,EMAAR
2025-04-15 10:27:10,buy,12.2,0,0,-17315,305,EMAAR
2025-04-15 10:27:10,buy,12.2,0,0,-15506,305,EMAAR
2025-04-15 10:27:10,buy,12.2,0,0,-10291,305,EMAAR
2025-04-15 10:27:11,buy,12.2,0,0,-2940,305,EMAAR
2025-04-15 10:27:11,buy,12.2,12733,0,12733,305,EMAAR
2025-04-15 10:27:12,sell,12.2,0,0,6559,305,EMAAR
2025-04-15 10:27:17,sell,12.2,12104,0,-12104,305,EMAAR
2025-04-15 10:27:18,sell,12.2,5899,0,-18003,305,EMAAR
2025-04-15 10:27:19,sell,12.2,249,0,-18252,305,EMAAR
2025-04-15 10:27:19,sell,12.2,1060,0,-19312,305,EMAAR
2025-04-15 10:27:19,sell,12.2,255,0,-19567,305,EMAAR
2025-04-15 10:41:45,sell,12.2,3000,0,-22567,305,EMAAR
2025-04-15 11:14:43,sell,12.25,32300,0,-54867,305,EMAAR
2025-04-15 11:48:15,sell,12.25,6029,0,-60896,305,EMAAR
2025-04-15 12:12:49,sell,12.3,3159,0,-64055,305,EMAAR
2025-04-15 12:12:51,sell,12.3,416,0,-64471,305,EMAAR
2025-04-15 12:12:51,sell,12.35,129,0,-64600,305,EMAAR
2025-04-15 13:05:35,buy,12.4,0,-518,-61454,-212,EMAAR
2025-04-15 13:05:35,buy,12.4,0,-518,-58308,-730,EMAAR
2025-04-15 13:05:35,buy,12.4,0,-515,-55175,-1245,EMAAR
2025-04-15 13:05:35,buy,12.4,0,-518,-52029,-1763,EMAAR
2025-04-15 13:05:35,buy,12.35,0,-2259,-32300,-4022,EMAAR
2025-04-15 13:06:33,buy,12.4,0,-726,-27884,-4748,EMAAR
2025-04-15 13:13:30,sell,12.4,24144,0,-52028,-4748,EMAAR
2025-04-15 13:13:30,sell,12.4,3531,0,-55559,-4748,EMAAR
2025-04-15 13:16:57,sell,12.4,6116,0,-61675,-4748,EMAAR
2025-04-15 13:16:59,sell,12.4,2,0,-61677,-4748,EMAAR
2025-04-15 13:17:06,sell,12.4,2500,0,-64177,-4748,EMAAR
2025-04-15 13:31:01,sell,12.4,423,0,-64600,-4748,EMAAR
2025-04-15 14:55:00,buy,12.45,0,-7817,0,-12565,EMAAR
2025-04-16 10:19:32,sell,12.35,28635,0,-28635,-12565,EMAAR
2025-04-16 10:19:57,sell,12.35,200,0,-28835,-12565,EMAAR
2025-04-16 10:34:05,buy,12.25,0,8,-28755,-12557,EMAAR
2025-04-16 10:34:05,buy,12.25,0,49,-28265,-12508,EMAAR
2025-04-16 10:34:05,buy,12.25,0,100,-27265,-12408,EMAAR
2025-04-16 10:34:05,buy,12.25,0,457,-22699,-11951,EMAAR
2025-04-16 10:42:43,buy,12.2,0,473,-19549,-11479,EMAAR
2025-04-16 10:42:43,buy,12.2,0,75,-19049,-11404,EMAAR
2025-04-16 10:42:43,buy,12.2,0,25,-18884,-11379,EMAAR
2025-04-16 10:42:43,buy,12.2,0,75,-18384,-11304,EMAAR
2025-04-16 10:42:43,buy,12.2,0,98,-17729,-11206,EMAAR
2025-04-16 10:42:43,buy,12.2,0,2568,-609,-8638,EMAAR
2025-04-16 10:42:43,buy,12.2,5684,91,5684,-8547,EMAAR
2025-04-16 10:51:38,sell,12.3,26616,568,-26616,-7978,EMAAR
2025-04-16 12:23:00,buy,12.3,0,0,-25354,-7978,EMAAR
2025-04-16 12:28:47,sell,12.3,794,0,-26148,-7978,EMAAR
2025-04-16 12:28:47,sell,12.3,9311,0,-35459,-7978,EMAAR
2025-04-16 12:28:47,sell,12.3,1412,0,-36871,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,3364,0,-40235,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,1500,0,-41735,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,7867,0,-49602,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,4777,0,-54379,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,3814,0,-58193,-7978,EMAAR
2025-04-16 12:42:13,sell,12.35,881,0,-59074,-7978,EMAAR
2025-04-16 13:12:28,sell,12.25,4977,0,-64051,-7978,EMAAR
2025-04-16 13:12:54,buy,12.25,0,513,-55968,-7465,EMAAR
2025-04-16 13:12:54,buy,12.25,0,152,-53570,-7313,EMAAR
2025-04-16 13:37:12,buy,12.2,0,3664,-21270,-3649,EMAAR
2025-04-16 13:46:16,buy,12.2,0,340,-18270,-3308,EMAAR
2025-04-16 13:46:22,buy,12.2,0,0,-18268,-3308,EMAAR
2025-04-16 13:51:00,buy,12.15,0,245,-16768,-3063,EMAAR
2025-04-16 13:51:00,buy,12.15,0,82,-16268,-2981,EMAAR
2025-04-16 13:51:00,buy,12.15,0,163,-15268,-2818,EMAAR
2025-04-16 13:51:00,buy,12.15,0,1634,-5268,-1183,EMAAR
2025-04-16 13:51:00,buy,12.15,14032,861,14032,-322,EMAAR
2025-04-16 14:44:06,buy,12.25,1428,0,15460,-322,EMAAR
2025-04-16 14:44:06,buy,12.25,1645,0,17105,-322,EMAAR
2025-04-16 14:44:06,buy,12.25,1157,0,18262,-322,EMAAR
2025-04-16 14:55:00,sell,12.3,0,2316,0,1994,EMAAR
2025-04-17 10:05:58,sell,12.3,30666,0,-30666,1994,EMAAR
2025-04-17 10:05:58,sell,12.3,1634,0,-32300,1994,EMAAR
2025-04-17 10:09:09,sell,12.3,19231,0,-51531,1994,EMAAR
2025-04-17 10:09:14,sell,12.3,4158,0,-55689,1994,EMAAR
2025-04-17 10:09:14,sell,12.3,8911,0,-64600,1994,EMAAR
2025-04-17 10:42:13,buy,12.15,0,561,-60860,2555,EMAAR
2025-04-17 10:42:13,buy,12.15,0,1906,-48155,4461,EMAAR
2025-04-17 10:42:20,buy,12.15,0,1085,-40920,5546,EMAAR
2025-04-17 10:42:20,buy,12.15,0,1293,-32300,6839,EMAAR
2025-04-17 10:43:20,buy,12.05,0,8075,0,14914,EMAAR
2025-04-17 10:43:37,buy,12.05,1500,0,1500,14914,EMAAR
2025-04-17 10:43:37,buy,12.05,20000,0,21500,14914,EMAAR
2025-04-17 10:43:39,buy,12.05,10800,0,32300,14914,EMAAR
2025-04-17 10:43:48,sell,12.1,0,36,31580,14950,EMAAR
2025-04-17 10:43:56,sell,12.05,0,0,31073,14950,EMAAR
2025-04-17 10:43:56,sell,12.05,0,0,29305,14950,EMAAR
