security,trades,pnl,position,entry_price
EMAAR,21171,472097,0,0
ALDAR,18393,-27435,0,0
ADNOCDRI,12044,4875,0,0
ADNOCGAS,14456,255487,0,0
ADNOCLS,8741,1324,0,0
EAND,14113,-318,0,0
ADCB,21643,-51296,0,0
ADIB,19033,-33966,0,0
EMIRATES,18657,-34943,0,0
TALABAT,11304,264886,0,0
SPINNEYS,1528,9088,0,0
FAB,15210,-24403,0,0
SALIK,27768,-8600,0,0
PARKIN,10327,6923,0,0
MULTIPLY,15351,161253,0,0
MODON,6322,-1445,0,0
