security,trades,pnl,position,sharpe_ratio,max_drawdown,max_drawdown_pct,win_rate
SPINNEYS,1696,11878.230000000025,0,5.364718255896013,-853.2399999999943,-7.113718277613701,24.35141509433962
MODON,6380,-950.3000000001016,0,-0.18997431944711227,-6772.0885839806415,-263.1224826120985,23.260188087774296
PARKIN,10738,7277.020000000008,0,1.9280033969738821,-7804.780336808351,-103.10150803921596,28.496926802011547
TALABAT,11564,243108.56500000012,0,8.250773041437892,-13141.37687025759,-5.370575043792107,22.27602905569007
EAND,14269,4195.559999999948,0,0.9233781889221917,-4641.179999999941,-70.21091199544867,25.797182703763404
ADNOCLS,8960,3639.740000000042,0,0.9266182769975118,-3799.9100000000417,-92.6538394953657,21.484375
MULTIPLY,16032,179024.43000000092,0,7.16256076913735,-10098.099999999904,-5.626512165888677,23.802395209580837
EMIRATES,19200,-36145.49999999937,0,-2.2023219605395035,-45446.649999999536,-488.61323599768343,21.46875
FAB,15370,-20064.260000000562,0,-3.596409724180775,-22982.54000000064,-895.5585516779374,23.675992192582953
SALIK,29107,8176.410000001683,0,0.5596511303754915,-17266.589089530036,-94.62761887974764,27.37142268182911
ADIB,19369,-21054.079999999674,0,-2.4454034035195753,-28423.59999999956,-73712.65560166017,23.899013888171822
ADNOCGAS,14980,297221.1699999998,0,9.754045571513508,-13760.629999999801,-4.629761063116657,23.391188251001335
ADNOCDRI,12380,8850.73999999993,0,1.597265937318978,-6759.249999999865,-55.984458447633536,21.373182552504037
ADCB,22009,-46470.23999999995,0,-4.054739239613074,-53003.42617938982,-933.5073333601836,22.58167113453587
EMAAR,22076,466583.9999999991,0,7.368014862495102,-30232.450000001176,-6.288202204540573,22.408950896901615
ALDAR,18973,-4626.2900000001955,0,-0.8911897270174967,-9330.668219363199,-6890.592230681515,21.746692668528965
