strategy,interval_sec,interval_min,total_trades,total_pnl,total_volume,securities_traded,avg_pnl_per_trade,avg_pnl_per_security,avg_trade_size,trading_days,trades_per_day,sharpe_ratio,max_drawdown,max_drawdown_pct,drawdown_duration_days,calmar_ratio,win_rate,loss_rate,avg_win,avg_loss,profit_factor,total_wins,total_losses
v2,30,0.5,22408,555789.3000000019,1556452101.000004,1,24.803164048554173,555789.3000000019,69459.6617725814,136,164.76470588235293,8.702736380171608,-13822.450000000157,-26.00962298376514,6,3959476.383239327,23.995894323455907,14.209210996072832,208.73289884611077,-177.9420531078943,1.9809763229433612,5377,3184
