timestamp,side,fill_price,fill_qty,realized_pnl,position,pnl
2025-04-14 10:18:47,sell,1.52,2091,0.0,-2091,0.0
2025-04-14 10:23:28,sell,1.53,9700,0.0,-11791,0.0
2025-04-14 10:41:54,sell,1.52,1800,0.0,-13591,0.0
2025-04-14 10:42:16,sell,1.52,5095,0.0,-18686,0.0
2025-04-14 10:42:16,sell,1.52,714,0.0,-19400,0.0
2025-04-14 12:12:50,buy,1.53,0,-42.83500000000099,-10833,-42.83500000000099
2025-04-14 12:12:50,buy,1.53,0,-5.665000000000131,-9700,-48.50000000000112
2025-04-14 12:13:51,buy,1.53,0,-34.4350000000008,-2813,-82.93500000000192
2025-04-14 14:28:08,buy,1.53,1102,-14.065000000000325,1102,-97.00000000000225
2025-04-14 14:28:08,buy,1.53,3251,0.0,4353,-97.00000000000225
2025-04-14 14:55:00,sell,1.53,0,0.0,0,-97.00000000000225
2025-04-15 12:25:58,sell,1.54,195,0.0,-195,-97.00000000000225
2025-04-15 12:25:58,sell,1.54,4730,0.0,-4925,-97.00000000000225
2025-04-15 12:26:11,sell,1.54,2302,0.0,-7227,-97.00000000000225
2025-04-15 12:26:33,sell,1.54,2473,0.0,-9700,-97.00000000000225
2025-04-15 14:55:00,buy,1.53,0,97.00000000000009,0,-2.1600499167107046e-12
2025-04-17 14:44:30,buy,1.5,9700,0.0,9700,-2.1600499167107046e-12
2025-04-17 14:55:01,sell,1.52,0,194.00000000000017,0,193.999999999998
2025-04-21 12:51:05,buy,1.49,9700,0.0,9700,193.999999999998
2025-04-21 14:55:00,sell,1.48,0,-97.00000000000009,0,96.99999999999793
2025-04-23 10:15:54,sell,1.5,5,0.0,-5,96.99999999999793
2025-04-23 14:55:00,buy,1.5,0,0.0,0,96.99999999999793
2025-04-24 14:35:58,buy,1.47,2849,0.0,2849,96.99999999999793
2025-04-24 14:35:58,buy,1.47,4218,0.0,7067,96.99999999999793
2025-04-24 14:35:59,buy,1.47,2633,0.0,9700,96.99999999999793
2025-04-24 14:55:00,sell,1.48,0,97.00000000000009,0,193.999999999998
2025-04-28 11:30:06,buy,1.48,195,0.0,195,193.999999999998
2025-04-28 11:30:06,buy,1.48,9505,0.0,9700,193.999999999998
2025-04-28 12:04:15,sell,1.49,0,9.670000000000009,8733,203.66999999999803
2025-04-28 12:04:15,sell,1.49,0,10.330000000000009,7700,213.99999999999804
2025-04-28 14:02:15,sell,1.46,0,-31.440000000000026,6128,182.559999999998
2025-04-28 14:33:29,sell,1.44,0,-60.00000000000006,4628,122.55999999999796
2025-04-28 14:33:29,sell,1.45,316,-138.84000000000012,-316,-16.28000000000216
2025-04-28 14:42:35,buy,1.43,9384,6.320000000000006,9384,-9.960000000002156
2025-04-28 14:44:06,sell,1.44,0,50.00000000000004,4384,40.03999999999789
2025-04-28 14:55:00,sell,1.45,0,87.68000000000008,0,127.71999999999797
2025-04-29 10:08:48,sell,1.47,5000,0.0,-5000,127.71999999999797
2025-04-29 10:08:48,sell,1.48,4700,0.0,-9700,127.71999999999797
2025-04-29 10:16:34,sell,1.48,9700,0.0,-19400,127.71999999999797
2025-04-29 10:43:20,buy,1.46,0,87.11340206185581,-14400,214.83340206185377
2025-04-29 10:43:20,buy,1.46,0,17.56206185567013,-13392,232.3954639175239
2025-04-29 13:55:58,sell,1.45,195,0.0,-13587,232.3954639175239
2025-04-29 13:56:04,sell,1.45,3117,0.0,-16704,232.3954639175239
2025-04-29 13:56:12,sell,1.45,2696,0.0,-19400,232.3954639175239
2025-04-29 14:25:36,buy,1.45,0,94.29098114571231,-14419,326.6864450632362
2025-04-29 14:25:48,buy,1.45,0,89.33128689552628,-9700,416.01773195876245
2025-04-29 14:25:48,sell,1.45,4981,0.0,-14681,416.01773195876245
2025-04-29 14:55:00,buy,1.45,0,183.62226804123722,0,599.6399999999996
2025-04-30 10:19:03,sell,1.47,689,0.0,-689,599.6399999999996
2025-04-30 10:19:03,sell,1.47,9011,0.0,-9700,599.6399999999996
2025-04-30 12:35:52,buy,1.44,0,12.390000000000011,-9287,612.0299999999996
2025-04-30 12:35:52,buy,1.44,0,195.00000000000017,-2787,807.0299999999997
2025-04-30 12:35:52,buy,1.44,0,83.61000000000007,0,890.6399999999999
2025-04-30 13:55:10,buy,1.45,5000,0.0,5000,890.6399999999999
2025-04-30 13:55:10,buy,1.45,195,0.0,5195,890.6399999999999
2025-04-30 13:55:10,buy,1.45,195,0.0,5390,890.6399999999999
2025-04-30 13:55:10,buy,1.45,4310,0.0,9700,890.6399999999999
2025-04-30 14:55:01,sell,1.44,0,-97.00000000000009,0,793.6399999999998
2025-05-01 10:48:36,sell,1.46,9700,0.0,-9700,793.6399999999998
2025-05-01 13:25:13,sell,1.48,4605,0.0,-14305,793.6399999999998
2025-05-01 14:55:00,buy,1.48,0,-193.99999999999685,0,599.6400000000029
2025-05-02 14:14:32,buy,1.47,3698,0.0,3698,599.6400000000029
2025-05-02 14:15:53,buy,1.48,9700,0.0,13398,599.6400000000029
2025-05-02 14:16:50,buy,1.48,6002,0.0,19400,599.6400000000029
2025-05-02 14:19:00,sell,1.49,0,56.268632989691135,14674,655.9086329896941
2025-05-02 14:20:08,buy,1.49,4000,0.0,18674,655.9086329896941
2025-05-02 14:55:00,sell,1.49,0,174.711367010313,0,830.620000000007
2025-05-05 14:38:15,sell,1.48,6276,0.0,-6276,830.620000000007
2025-05-05 14:55:01,buy,1.49,0,-62.760000000000055,0,767.860000000007
2025-05-06 11:11:47,sell,1.5,1238,0.0,-1238,767.860000000007
2025-05-06 11:11:47,sell,1.5,8462,0.0,-9700,767.860000000007
2025-05-06 13:04:21,sell,1.5,1,0.0,-9701,767.860000000007
2025-05-06 14:55:00,buy,1.5,0,0.0,0,767.860000000007
2025-05-13 10:06:37,sell,1.51,1852,0.0,-1852,767.860000000007
2025-05-13 10:06:37,sell,1.51,2775,0.0,-4627,767.860000000007
2025-05-13 10:34:48,buy,1.5,5073,46.27000000000004,5073,814.1300000000069
2025-05-13 14:55:00,sell,1.5,0,0.0,0,814.1300000000069
2025-05-14 10:58:21,sell,1.5,6826,0.0,-6826,814.1300000000069
2025-05-14 10:58:21,sell,1.5,2874,0.0,-9700,814.1300000000069
2025-05-14 14:08:38,sell,1.5,4225,0.0,-13925,814.1300000000069
2025-05-14 14:55:00,buy,1.5,0,0.0,0,814.1300000000069
2025-05-15 11:54:04,buy,1.46,9700,0.0,9700,814.1300000000069
2025-05-15 12:43:15,sell,1.47,0,97.00000000000009,0,911.130000000007
2025-05-15 12:51:20,sell,1.48,9700,0.0,-9700,911.130000000007
2025-05-15 14:55:00,buy,1.48,0,0.0,0,911.130000000007
2025-05-16 14:34:31,buy,1.48,6000,0.0,6000,911.130000000007
2025-05-16 14:44:40,sell,1.49,0,23.13000000000002,3687,934.260000000007
2025-05-16 14:44:40,sell,1.49,1105,36.87000000000003,-1105,971.130000000007
2025-05-16 14:55:00,buy,1.49,0,0.0,0,971.130000000007
2025-05-19 13:39:02,sell,1.49,1253,0.0,-1253,971.130000000007
2025-05-19 13:39:02,sell,1.49,8447,0.0,-9700,971.130000000007
2025-05-19 14:55:00,buy,1.47,0,194.00000000000017,0,1165.1300000000072
2025-05-20 10:05:14,sell,1.49,4778,0.0,-4778,1165.1300000000072
2025-05-20 10:29:22,buy,1.47,0,14.440000000000012,-4056,1179.5700000000072
2025-05-20 10:29:22,buy,1.47,4922,81.12000000000008,4922,1260.6900000000073
2025-05-20 14:55:00,sell,1.47,0,0.0,0,1260.6900000000073
2025-05-26 12:59:02,buy,1.49,2933,0.0,2933,1260.6900000000073
2025-05-26 12:59:02,buy,1.48,293,0.0,3226,1260.6900000000073
2025-05-26 12:59:02,buy,1.48,5000,0.0,8226,1260.6900000000073
2025-05-26 12:59:02,buy,1.48,1474,0.0,9700,1260.6900000000073
2025-05-26 14:02:59,sell,1.49,0,15.068783505154428,7540,1275.7587835051618
2025-05-26 14:02:59,buy,1.49,9700,0.0,17240,1275.7587835051618
2025-05-26 14:43:23,sell,1.51,0,223.5958120649633,7540,1499.3545955701252
2025-05-26 14:55:00,sell,1.51,0,173.8054044298787,0,1673.160000000004
2025-05-27 11:23:50,sell,1.5,5179,0.0,-5179,1673.160000000004
2025-05-27 13:16:15,buy,1.48,4521,103.5800000000001,4521,1776.740000000004
2025-05-27 13:57:44,sell,1.51,0,18.690000000000015,3898,1795.4300000000042
2025-05-27 13:57:44,sell,1.51,5179,116.9400000000001,-5179,1912.3700000000042
2025-05-27 14:05:25,sell,1.51,1135,0.0,-6314,1912.3700000000042
2025-05-27 14:11:53,sell,1.5,9700,0.0,-16014,1912.3700000000042
2025-05-27 14:44:49,sell,1.51,271,0.0,-16285,1912.3700000000042
2025-05-27 14:44:49,sell,1.51,3115,0.0,-19400,1912.3700000000042
2025-05-27 14:55:01,buy,1.51,0,-97.00000000000225,0,1815.370000000002
2025-05-29 11:12:39,sell,1.5,9700,0.0,-9700,1815.370000000002
2025-05-29 11:53:47,sell,1.5,9678,0.0,-19378,1815.370000000002
2025-05-29 11:53:47,sell,1.5,22,0.0,-19400,1815.370000000002
2025-05-29 12:06:01,buy,1.5,0,0.0,-9700,1815.370000000002
2025-05-29 12:13:03,sell,1.5,9700,0.0,-19400,1815.370000000002
2025-05-29 14:55:00,buy,1.5,0,0.0,0,1815.370000000002
2025-06-02 10:24:01,sell,1.49,7983,0.0,-7983,1815.370000000002
2025-06-02 10:24:03,sell,1.5,496,0.0,-8479,1815.370000000002
2025-06-02 14:55:00,buy,1.49,0,4.960000000000231,0,1820.3300000000022
2025-06-03 11:04:11,sell,1.5,9700,0.0,-9700,1820.3300000000022
2025-06-03 11:04:12,buy,1.48,0,194.00000000000017,0,2014.3300000000024
2025-06-04 10:15:39,sell,1.5,854,0.0,-854,2014.3300000000024
2025-06-04 11:17:07,sell,1.51,2220,0.0,-3074,2014.3300000000024
2025-06-04 11:17:07,sell,1.51,4982,0.0,-8056,2014.3300000000024
2025-06-04 11:17:10,sell,1.51,2498,0.0,-10554,2014.3300000000024
