security,trades,pnl,position,sharpe_ratio,max_drawdown,max_drawdown_pct,win_rate
SPINNEYS,1763,15068.14000000002,0,6.080062746904783,-875.2300000000009,-5.789511632537373,25.46795235394214
MODON,7099,-43.92000000001108,0,-0.009409018806296821,-6597.200000000006,-324.0609296636749,22.566558670235246
PARKIN,11757,10137.359999999953,0,2.5283478981290397,-6659.423562789345,-65.496047033275,28.697797057072382
TALABAT,12760,284221.79999999946,0,9.038435135779796,-14062.875968513632,-4.898373943037939,21.927899686520377
MULTIPLY,18669,226864.22000000151,0,8.557233196516568,-11026.869999999908,-4.850956380382764,23.45064009855911
ADNOCLS,10176,2958.910000000271,0,0.7464715936376726,-5146.809999999963,-161.65061198336346,21.648977987421382
EAND,15963,2643.6999999997743,0,0.5967896293372558,-6319.439999999985,-123.27583852555641,25.364906345924954
EMIRATES,21792,-42199.7500000002,0,-2.393638655184737,-51118.00000000012,-584.8005399778189,22.021842878120413
FAB,17527,-20973.36,0,-3.5304810607658594,-21863.95999999998,-2454.9696833595494,23.723398185656418
SALIK,32708,11335.640000001506,0,0.7977734626887524,-16487.45053501121,-90.63920394926885,27.31747584688761
ADIB,22178,-42899.260000000744,0,-6.302552676290333,-44975.680000000735,0.0,23.212192262602578
ADNOCDRI,14893,11179.869999999484,0,2.029398324765652,-5705.390000000165,-46.96068659156561,21.808903511716913
ADNOCGAS,17575,312424.6000000002,0,12.642343333094196,-16428.519999999902,-5.252660881867197,22.389758179231865
ADCB,25408,-70276.45999999912,0,-5.758649360398466,-75078.63999999924,-2249.4394276227335,23.201353904282115
EMAAR,24424,597345.6499999992,0,8.580423456447367,-20412.621094841423,-3.3522472190417223,23.37045528987881
ALDAR,22520,-24353.829999999954,0,-6.017138018057381,-25218.567218870103,-6595.896495089518,21.50976909413854
