timestamp,side,price,quantity,realized_pnl,trade_type,vwap_reference,security
2025-04-14 14:55:00,buy,1.32,152669,0.0,auction_entry,1.3331536065112468,TALABAT
2025-04-15 10:00:00,sell,1.33,8035,80.35000000000007,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,14568,145.68000000000012,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,10892,108.9200000000001,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,4258,42.58000000000004,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,2055,20.55000000000002,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,871,8.710000000000008,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,11965,119.6500000000001,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,8641,86.41000000000008,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,12485,124.85000000000011,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,3000,30.00000000000003,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,2013,20.130000000000017,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,421,4.2100000000000035,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,5851,58.510000000000055,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,1457,14.570000000000013,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,1257,12.570000000000011,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,52286,522.8600000000005,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,2512,25.120000000000022,vwap_exit,1.33,TALABAT
2025-04-15 10:00:00,sell,1.33,10102,101.0200000000001,vwap_exit,1.33,TALABAT
2025-04-15 14:55:00,buy,1.33,158272,0.0,auction_entry,1.3365319455171716,TALABAT
2025-04-16 10:00:32,sell,1.34,3750,37.500000000000036,vwap_exit,1.34,TALABAT
2025-04-16 12:05:04,sell,1.3,154522,-4635.660000000004,stop_loss,1.33,TALABAT
2025-04-16 14:55:00,buy,1.29,301202,0.0,auction_entry,1.2966300497864727,TALABAT
2025-04-17 10:01:03,sell,1.3,3500,35.00000000000003,vwap_exit,1.3,TALABAT
2025-04-17 10:03:55,sell,1.3,71000,710.0000000000007,vwap_exit,1.3,TALABAT
2025-04-17 10:09:27,sell,1.3,10000,100.00000000000009,vwap_exit,1.3,TALABAT
2025-04-17 10:11:29,sell,1.3,15500,155.00000000000014,vwap_exit,1.3,TALABAT
2025-04-17 10:11:29,sell,1.3,38343,383.43000000000035,vwap_exit,1.3,TALABAT
2025-04-17 10:11:29,sell,1.3,22157,221.5700000000002,vwap_exit,1.3,TALABAT
2025-04-17 10:12:55,sell,1.3,3847,38.470000000000034,vwap_exit,1.3,TALABAT
2025-04-17 12:24:02,sell,1.3,23996,239.9600000000002,vwap_exit,1.3,TALABAT
2025-04-17 12:24:02,sell,1.3,16783,167.83000000000015,vwap_exit,1.3,TALABAT
2025-04-17 12:24:04,sell,1.3,1000,10.000000000000009,vwap_exit,1.3,TALABAT
2025-04-17 12:24:04,sell,1.3,8217,82.17000000000007,vwap_exit,1.3,TALABAT
2025-04-17 12:24:04,sell,1.3,86859,868.5900000000008,vwap_exit,1.3,TALABAT
2025-04-17 14:55:01,buy,1.29,128591,0.0,auction_entry,1.30009105096294,TALABAT
2025-04-18 10:00:00,sell,1.3,1000,10.000000000000009,vwap_exit,1.3,TALABAT
2025-04-18 10:00:00,sell,1.3,500,5.000000000000004,vwap_exit,1.3,TALABAT
2025-04-18 10:00:00,sell,1.3,1135,11.35000000000001,vwap_exit,1.3,TALABAT
2025-04-18 10:00:00,sell,1.3,3865,38.650000000000034,vwap_exit,1.3,TALABAT
2025-04-18 10:00:00,sell,1.3,80,0.8000000000000007,vwap_exit,1.3,TALABAT
2025-04-18 10:08:24,sell,1.3,15000,150.00000000000014,vwap_exit,1.3,TALABAT
2025-04-18 10:08:52,sell,1.3,1219,12.19000000000001,vwap_exit,1.3,TALABAT
2025-04-18 10:09:00,sell,1.3,399,3.9900000000000038,vwap_exit,1.3,TALABAT
2025-04-18 10:11:49,sell,1.3,19241,192.41000000000017,vwap_exit,1.3,TALABAT
2025-04-18 10:13:54,sell,1.3,1500,15.000000000000014,vwap_exit,1.3,TALABAT
2025-04-18 10:19:49,sell,1.3,5500,55.00000000000005,vwap_exit,1.3,TALABAT
2025-04-18 10:21:56,sell,1.3,3900,39.000000000000036,vwap_exit,1.3,TALABAT
2025-04-18 10:29:24,sell,1.3,1000,10.000000000000009,vwap_exit,1.3,TALABAT
