Interval (sec),V2 P&L,V2 Trades,V2 Sharpe,V2 Max DD%,V2 Win%,V2.1 P&L,V2.1 Trades,V2.1 Sharpe,V2.1 Max DD%,V2.1 Win%
60,1016197.414000002,235822.0,12.43868263626749,-2.9662383325395703,23.373137366318662,1011387.2940000021,235994.0,12.343891811386298,-2.985604411533874,23.35822097171962
