Interval (sec),V2 P&L,V2 Trades,V2 Sharpe,V2 Max DD%,V2 Win%,V2.1 P&L,V2.1 Trades,V2.1 Sharpe,V2.1 Max DD%,V2.1 Win%
60,472096.79999999836,21171.0,7.800663097174966,-5.13206375160817,23.244060271125598,453648.8000000002,21340.0,7.7522354297792555,-4.844713884227795,22.825679475164012
